crash_date,dotw,weekend,year,quarter,light_desc,county_desc,county_no,junction_desc,collision_type_desc,surf_cond_desc,rd_cond_desc,rd_div_desc,fix_obj_desc,report_no,acc_date,acc_time,signal_flag_desc,signal_flag,c_m_zone_flag,harm_event_code1,harm_event_desc2,harm_event_code2,rte_no,log_mile,logmile_dir_flag_desc,logmile_dir_flag,mainroad_name,distance,feet_miles_flag,distance_dir_flag,reference_no,reference_road_name,latitude,longitude,geocoded_column_type,geocoded_column_coordinates,report_type,weather_desc,feet_miles_flag_desc,reference_suffix,ped_injury,fatal_injury,harm_event_desc1,crash_datetime
2017-09-20,Wed,N,2017,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADE459005R,20170920,19:50:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2300 ORLEANS ST,200,F,W,NA,400 N PATTERSON PK AVE,39.2955251610448,-76.5844112634659,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-09-20T19:50:00Z
2018-05-11,Fri,N,2018,Q2,Dark Lights On,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ2430024,20180511,22:59:00,No,N,N,1,Not Applicable,0,40,6.911,East,E,ORLEANS ST,75,F,W,0,N MONTFORD AVE,39.2955557781126,-76.5837071835995,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-05-11T22:59:00Z
2018-09-29,Sat,Y,2018,Q3,Daylight,Baltimore City,24,Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK040000C,20180929,12:35:00,Yes,Y,N,3,Not Applicable,0,NA,0,NA,NA,ORLEANS,0,F,E,NA,WOLF,39.2952813497481,-76.590701190213,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-09-29T12:35:00Z
2016-08-31,Wed,N,2016,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADH150003B,20160831,23:41:00,No,N,N,1,Not Applicable,0,1085,0.48,North,N,S WASHINGTON ST,85,F,S,1390,E LOMBARD ST,39.2903999865648,-76.5891011059284,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-08-31T23:41:00Z
2016-06-26,Sun,Y,2016,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Curb,ADJ013002V,20160626,14:20:00,Yes,Y,N,1,Fixed Object,9,1680,1.14,West,W,E FAYETTE ST,0,F,W,1025,N WOLFE ST,39.294075245929,-76.5905991196632,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-06-26T14:20:00Z
2016-05-12,Thu,N,2016,Q2,Not Applicable,Baltimore,3,Non Intersection,Unknown,Not Applicable,No Defects,Not Applicable,Not Applicable,ADJ599002Y,20160512,09:45:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,100 S CASTLE ST,0,U,S,NA,E LOMBARD ST,39.2906522062358,-76.5881381928921,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-05-12T09:45:00Z
2017-05-03,Wed,N,2017,Q2,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,Not Applicable,"Two-way, Not Divided",Not Applicable,ADJ8740005,20170503,10:45:00,Yes,Y,N,1,Not Applicable,0,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2954047683773,-76.590727865696,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2017-05-03T10:45:00Z
2016-12-18,Sun,Y,2016,Q4,Not Applicable,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ380000Z,20161218,08:30:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,N. WOLFE ST,0,F,S,NA,ORLEANS ST,39.2953009814288,-76.5907037258148,Point,,Injury Crash,Cloudy,NA,NA,N,N,NA,2016-12-18T08:30:00Z
2018-04-23,Mon,N,2018,Q2,Daylight,Baltimore City,24,Intersection Related,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ813001K,20180423,13:25:00,Yes,Y,N,1,Not Applicable,0,40,6.84,East,E,ORLEANS ST,0,F,W,1410,N PATTERSON PARK AVE,39.2955111498398,-76.5849409997463,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2018-04-23T13:25:00Z
2018-03-23,Fri,N,2018,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ859000Q,20180323,08:25:00,Yes,Y,N,1,Not Applicable,0,1415,0.08,South,S,S PATTERSON PARK AVE,0,F,S,1390,E LOMBARD ST,39.290750810387,-76.5846472978592,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-03-23T08:25:00Z
2015-04-22,Wed,N,2015,Q2,Unknown,Baltimore City,24,NA,Unknown,Unknown,Unknown,"Two-way, Not Divided",Not Applicable,ADH5170002,20150422,12:45:00,No,N,N,2,Not Applicable,0,1410,1.47,South,S,N PATTERSON PARK AVE,0,U,S,3005,FAIRMOUNT AVE,39.2932667261783,-76.5848028659821,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-04-22T12:45:00Z
2019-02-22,Fri,N,2019,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Right Turn,Dry,No Defects,Not Applicable,Not Applicable,ADI746002T,20190222,23:27:00,No,N,N,2,Parked Vehicle,2,NA,0,NA,NA,400 N CASTLE ST,50,F,S,NA,2000 ORLEANS,39.2952906906818,-76.588508846077,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2019-02-22T23:27:00Z
2018-10-31,Wed,N,2018,Q4,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ932000B,20181031,14:40:00,No,N,N,1,Not Applicable,0,1025,1.65,South,S,N WOLFE ST,10,F,S,1665,E BALTIMORE ST,39.2916546051985,-76.590484150846,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-10-31T14:40:00Z
2016-01-18,Mon,N,2016,Q1,NA,Baltimore City,24,Non Intersection,Same Direction Right Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI744000L,20160118,19:59:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,2300 ORLEANS,0,U,U,NA,400 BLK S PATTERSON PARK,39.2955459183803,-76.5848270058632,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-01-18T19:59:00Z
2017-01-11,Wed,N,2017,Q1,Dark Lights On,Baltimore City,24,Intersection Related,Other,Wet,No Defects,One-way Trafficway,Not Applicable,ADI367000H,20170111,23:40:00,No,N,N,2,Parked Vehicle,2,1027,0,South,S,S WOLFE ST,50,F,N,1665,E BALTIMORE ST,39.2914150873656,-76.5904140472412,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2017-01-11T23:40:00Z
2016-08-29,Mon,N,2016,Q3,Daylight,Baltimore City,24,Intersection Related,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ484002F,20160829,16:15:00,Yes,Y,N,1,Other Vehicle,1,1680,1.14,West,W,E FAYETTE ST,100,F,E,1025,N WOLFE ST,39.2940534502687,-76.590727865696,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-08-29T16:15:00Z
2018-02-27,Tue,N,2018,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI012003R,20180227,19:45:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS STREET,0,F,S,NA,400 N WOLFE STREET,39.2952926784662,-76.5906822681427,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-02-27T19:45:00Z
2017-09-04,Mon,N,2017,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ1330032,20170904,17:10:00,No,N,N,1,Not Applicable,0,1665,1.5,East,E,E BALTIMORE ST,0,F,E,0,N CHESTER ST,39.291722313337,-76.5882253646851,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-09-04T17:10:00Z
2018-05-25,Fri,N,2018,Q2,Daylight,Baltimore City,24,Intersection,Same Direction Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ964000R,20180525,08:25:00,Yes,Y,N,1,Other Vehicle,1,1680,1.14,West,W,E FAYETTE ST,0,F,W,1025,N WOLFE ST,39.2940731701521,-76.5906118601561,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-05-25T08:25:00Z
2017-07-15,Sat,Y,2017,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADF686001P,20170715,02:05:00,No,N,N,2,Parked Vehicle,2,1680,0.83,West,W,E FAYETTE ST,20,F,W,1410,N PATTERSON PARK AVE,39.2943284902465,-76.5849436819553,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-07-15T02:05:00Z
2017-02-09,Thu,N,2017,Q1,Daylight,Baltimore City,24,Intersection,Other,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ575001G,20170209,13:00:00,Yes,Y,N,1,Other Vehicle,1,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2953445719659,-76.5907090902328,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2017-02-09T13:00:00Z
2015-11-20,Fri,N,2015,Q4,Daylight,Baltimore City,24,Non Intersection,Single Vehicle,Dry,Unknown,"Two-way, Not Divided",NA,ADJ6780012,20151120,15:33:00,No,N,N,3,Not Applicable,0,1410,1.214,South,S,N PATTERSON PARK AVE,0,F,N,0,JEFFERSON ST,39.2966273670496,-76.5852856636047,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-11-20T15:33:00Z
2017-09-24,Sun,Y,2017,Q3,Daylight,Baltimore City,24,Not Applicable,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI824001T,20170924,18:00:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,2200 ORLEANS,10,F,N,NA,400 N. MADERIA ST.,39.295500252234,-76.5856826305389,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2017-09-24T18:00:00Z
2018-04-24,Tue,N,2018,Q2,Other,Baltimore City,24,Intersection,Head On Left Turn,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ892000J,20180424,17:52:00,Yes,Y,N,1,Not Applicable,0,1087,0.167,North,N,N WASHINGTON ST,0,F,N,1680,E FAYETTE ST,39.2941401139254,-76.5893230587244,Point,,Injury Crash,Raining,NA,NA,N,N,NA,2018-04-24T17:52:00Z
2016-09-16,Fri,N,2016,Q3,Dark No Lights,Baltimore City,24,Non Intersection,Same Direction Both Left Turn,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ133001F,20160916,01:00:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,100 N COLLINGTON,15,F,S,NA,1900 ORLEANS,39.2940918521418,-76.5863746404648,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-09-16T01:00:00Z
2016-10-12,Wed,N,2016,Q4,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI9510022,20161012,11:45:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,2000 BLK OF E. FAYETTE ST,999,U,U,NA,100 BLK OF N. WASHINGTON ST,39.2941281782186,-76.5891118347645,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2016-10-12T11:45:00Z
2016-05-27,Fri,N,2016,Q2,Daylight,Baltimore City,24,Intersection,Other,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADJ738000X,20160527,06:45:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,FAYETTE,0,F,E,NA,WOLFE,39.2941704523894,-76.5905387699604,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-05-27T06:45:00Z
2016-05-17,Tue,N,2016,Q2,Dark Lights On,Baltimore City,24,Not Applicable,Other,Not Applicable,No Defects,"Two-way, Divided, Positive Median Barrier",Light Support Pole,ADI577000R,20160517,01:53:00,No,N,N,9,Fixed Object,9,NA,0,NA,NA,ORLEANS ST,50,F,E,NA,WOLF ST,39.2953757080472,-76.5890434384346,Point,,Property Damage Crash,Other,NA,NA,N,N,NA,2016-05-17T01:53:00Z
2018-08-24,Fri,N,2018,Q3,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ838001X,20180824,18:18:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,E FAYETT EST,200,F,E,NA,N WASHINGTON,39.2941302874462,-76.5890847712492,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-08-24T18:18:00Z
2018-02-21,Wed,N,2018,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Other Pole,ADJ872000K,20180221,15:57:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,E BALTIMORE ST,0,F,S,NA,ANN ST,39.2916143692304,-76.5917658805847,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-02-21T15:57:00Z
2016-02-27,Sat,Y,2016,Q1,Dark Lights On,Baltimore City,24,Not Applicable,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ738000P,20160227,03:50:00,No,N,N,2,Parked Vehicle,2,NA,0,NA,NA,LOMBARD,150,F,E,NA,WASHINGTON,39.2907371983105,-76.5886116027832,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-02-27T03:50:00Z
2017-02-14,Tue,N,2017,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ9050001,20170214,15:47:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2200 ORLEANS ST,0,F,N,NA,200 N PATTERSON PARK,39.2955044037031,-76.5849477052689,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-02-14T15:47:00Z
2017-12-06,Wed,N,2017,Q4,Dark Lights On,Baltimore City,24,Non Intersection,Single Vehicle,Dry,Other,Other,NA,ADE459006L,20171206,18:00:00,No,N,N,9,Not Applicable,0,NA,0,NA,NA,1900 ORLEANS ST,100,F,E,NA,400 N WASHINGTON ST,39.2954836463552,-76.5897609293461,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-12-06T18:00:00Z
2018-05-09,Wed,N,2018,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADG914003X,20180509,12:23:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,100 N PATTERSON PK,15,F,N,NA,2300 E FAYETTE ST,39.294297872642,-76.5848752856255,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-05-09T12:23:00Z
2016-10-13,Thu,N,2016,Q4,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ7680016,20161013,09:00:00,Yes,Y,N,1,Other Vehicle,1,40,6.6,East,E,ORLEANS ST,0,F,E,1087,N WASHINGTON ST,39.295334193269,-76.589390784502,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2016-10-13T09:00:00Z
2017-03-22,Wed,N,2017,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ768001V,20170322,08:30:00,Yes,Y,N,1,Other Vehicle,1,1087,0.257,North,N,N WASHINGTON ST,0,F,N,40,ORLEANS ST,39.2953269281803,-76.5893706679344,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-03-22T08:30:00Z
2018-02-18,Sun,Y,2018,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ835000X,20180218,23:17:00,Yes,Y,N,1,Not Applicable,0,1665,1.266,East,E,E BALTIMORE ST,0,F,E,0,N ANN ST,39.2916102175307,-76.5917712450027,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2018-02-18T23:17:00Z
2017-02-23,Thu,N,2017,Q1,Dawn,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH5090019,20170223,05:08:00,No,N,N,1,Parked Vehicle,2,1680,1.14,West,W,E FAYETTE ST,100,F,E,1025,N WOLFE ST,39.2940638291553,-76.5904140472412,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-02-23T05:08:00Z
2017-02-09,Thu,N,2017,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Tree Shrubbery,ADJ424003J,20170209,08:30:00,Yes,Y,N,1,Parked Vehicle,2,1665,1.564,East,E,E BALTIMORE ST,0,F,E,0,S COLLINGTON AVE,39.2918126126061,-76.5862365067005,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2017-02-09T08:30:00Z
2018-07-24,Tue,N,2018,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Wet,No Defects,One-way Trafficway,Not Applicable,ADJ922000F,20180724,10:08:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,N WOLF,1,F,S,NA,ORLEANS,39.295349242379,-76.5907003730536,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-07-24T10:08:00Z
2015-06-14,Sun,Y,2015,Q2,Daylight,Baltimore City,24,Intersection,Single Vehicle,Dry,No Defects,"Two-way, Not Divided",Curb,ADJ676000H,20150614,09:52:00,No,N,N,9,Not Applicable,0,40,6.55,East,E,ORLEANS ST,0,F,E,NA,CHAPEL ST,39.2963720553385,-76.5901780128479,Point,,NA,NA,NA,0,N,N,NA,2015-06-14T09:52:00Z
2018-01-18,Thu,N,2018,Q1,Dark Lights On,Baltimore City,24,Not Applicable,Same Direction Rear End Left Turn,Dry,No Defects,NA,Not Applicable,ADJ8180011,20180118,19:13:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,ORLEANS STREET,10,F,W,NA,ORLEANS STREET,39.2952278115376,-76.59204415977,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-01-18T19:13:00Z
2018-12-23,Sun,Y,2018,Q4,Dark Lights On,Baltimore City,24,Intersection Related,Other,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ844001V,20181223,06:51:00,Yes,Y,N,1,Other Vehicle,1,1390,0,West,W,E LOMBARD ST,0,F,W,1415,S PATTERSON PARK AVE,39.2906736840355,-76.5846244661389,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-12-23T06:51:00Z
2016-05-12,Thu,N,2016,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Right Turn,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH509000J,20160512,13:07:00,No,N,N,1,Not Applicable,0,1680,1.203,West,W,E FAYETTE ST,20,F,W,0,N ANN ST,39.2940368440467,-76.5916800498962,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2016-05-12T13:07:00Z
2016-03-14,Mon,N,2016,Q1,Daylight,Baltimore City,24,Non Intersection,Head On,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ604002K,20160314,11:50:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,ORLEANS ST.,25,F,W,NA,"N WASHINGTON ST,",39.2953435340963,-76.5894055366516,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-03-14T11:50:00Z
2019-02-19,Tue,N,2019,Q1,Dark Lights On,Baltimore City,24,Intersection,Single Vehicle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ473004W,20190219,18:30:00,Yes,Y,N,4,Not Applicable,0,NA,0,NA,NA,1900 E. BALTIMORE ST.,0,F,U,NA,UNIT N. WASHINGTON ST.,39.2917314454336,-76.5891687607063,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2019-02-19T18:30:00Z
2015-05-20,Wed,N,2015,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH909000H,20150520,07:20:00,Yes,Y,N,1,Other Vehicle,1,1680,0.938,West,W,E FAYETTE ST,99,U,W,NA,N DUNCAN ST,39.2942049818618,-76.5867984294891,Point,,NA,NA,NA,NA,N,N,NA,2015-05-20T07:20:00Z
2017-08-16,Wed,N,2017,Q3,Daylight,Baltimore City,24,Intersection Related,Same Direction Sideswipe,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI708001M,20170816,08:45:00,Yes,Y,N,0,Not Applicable,0,NA,0,NA,NA,2300 ORLEANS ST,15,F,E,NA,400 N. CHESTER ST,39.2954006169023,-76.5876460075378,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2017-08-16T08:45:00Z
2015-05-22,Fri,N,2015,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,Not Applicable,Not Applicable,ADI5510008,20150522,14:20:00,Yes,Y,N,1,Not Applicable,0,40,6.6,East,E,ORLEANS ST,0,F,E,1087,N WASHINGTON ST,39.2953258903104,-76.5892660617828,Point,,NA,NA,NA,NA,N,N,NA,2015-05-22T14:20:00Z
2018-01-03,Wed,N,2018,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Right Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI5220016,20180103,15:13:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,2100 ORLEANS ST,10,F,E,NA,400 N COLLINGTON AVE,39.2954826084877,-76.5865355730057,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-01-03T15:13:00Z
2015-09-18,Fri,N,2015,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ376000W,20150918,07:45:00,No,N,N,1,Not Applicable,0,1680,1.015,West,W,E FAYETTE ST,0,F,W,0,N CASTLE ST,39.2941676179378,-76.5884345769882,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-09-18T07:45:00Z
2017-09-15,Fri,N,2017,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADE459005P,20170915,13:00:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2100 E FAYETTE ST,200,F,W,NA,200 N CHESTER ST,39.2954244878801,-76.5873925387859,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2017-09-15T13:00:00Z
2018-04-21,Sat,Y,2018,Q2,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Light Support Pole,ADJ4730049,20180421,03:27:00,Yes,Y,N,1,Fixed Object,9,NA,0,NA,NA,1800 E. BALTIMORE ST,0,F,U,NA,UNIT N. WOLFE ST,39.2916558862142,-76.5904730558395,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2018-04-21T03:27:00Z
2019-01-18,Fri,N,2019,Q1,Daylight,Baltimore City,24,Non Intersection,Single Vehicle,Dry,No Defects,One-way Trafficway,Curb,ADJ892001R,20190118,12:13:00,No,N,N,1,Fixed Object,9,NA,0,NA,NA,N BRADFORD AVE,30,F,S,NA,E FAYETTE ST,39.2942693422085,-76.584142559779,Point,,Injury Crash,Cloudy,NA,NA,N,N,NA,2019-01-18T12:13:00Z
2019-03-08,Fri,N,2019,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Other,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADK0050014,20190308,22:36:00,No,N,N,2,Parked Vehicle,2,NA,0,NA,NA,100 BLK S. PATTERSON PARK AVE,2,F,N,NA,2000 BLK E. LOMBARD ST,39.2905540489085,-76.5846008406519,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2019-03-08T22:36:00Z
2015-07-27,Mon,N,2015,Q3,Daylight,Baltimore City,24,Intersection,Same Direction Rear End Left Turn,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ618001B,20150727,07:30:00,Yes,Y,N,1,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,0,F,W,1087,N WASHINGTON ST,39.2941261024433,-76.589287519455,Point,,NA,Raining,NA,NA,N,N,NA,2015-07-27T07:30:00Z
2019-01-09,Wed,N,2019,Q1,Daylight,Baltimore City,24,NA,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADE4590094,20190109,10:15:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1700 ORLEANS ST,0,F,E,NA,400 N WOLF ST,39.2953367474079,-76.5920180319542,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2019-01-09T10:15:00Z
2015-11-29,Sun,Y,2015,Q4,NA,Baltimore City,24,Non Intersection,Same Direction Rear End Left Turn,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADI205000F,20151129,06:40:00,Yes,Y,N,1,Other Vehicle,1,40,6.6,East,E,ORLEANS ST,100,F,E,1087,N WASHINGTON ST,39.2953092843903,-76.5895396471024,Point,,NA,Raining,NA,NA,N,N,NA,2015-11-29T06:40:00Z
2019-05-22,Wed,N,2019,Q2,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ6500037,20190522,17:35:00,No,N,N,1,Not Applicable,0,40,6.35,East,E,ORLEANS ST,20,F,E,1445,N BROADWAY,39.2951908383009,-76.592694681823,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2019-05-22T17:35:00Z
2018-03-08,Thu,N,2018,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ268003P,20180308,09:00:00,No,N,N,1,Other Vehicle,1,40,6.911,East,E,ORLEANS ST,0,F,E,0,N MONTFORD AVE,39.2955739407736,-76.583523452282,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-03-08T09:00:00Z
2019-07-22,Mon,N,2019,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ859002T,20190722,08:40:00,Yes,Y,N,1,Not Applicable,0,1680,1.14,West,W,E FAYETTE ST,0,F,W,1025,N WOLFE ST,39.294148627818,-76.5906661957453,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2019-07-22T08:40:00Z
2018-11-15,Thu,N,2018,Q4,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Ice,No Defects,"Two-way, Not Divided",Not Applicable,ADJ8380026,20181115,08:00:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,E FAYETTE ST,400,F,E,NA,N BROADWAY,39.294005374826,-76.5926836470478,Point,,Property Damage Crash,Sleet,NA,NA,N,N,NA,2018-11-15T08:00:00Z
